timestamp,tempsmis,user_id,question,response,vrairep
1739763468.4665298,3.183012,46,Allons nous vraiment passer 3 jours sans voir le soleil à cause d'une tempête solaire ?,pas_sur,Faux
1739763469.438483,0.930124,46,"Le panga, poisson, élevé dans le delta du Mékong, serait abondamment nourrit de produits chimiques, métaux lourds et autres farines de poissons pour finir à peu de frais dans nos assiettes.",pas_sur,Faux
